Index,date Creation,date Actualisation,Offres d'emploi,Missions,Types de contrat,Lieu de travail,Entreprise,Qualifications
116,2023-04-18T09:26:55.000Z,2023-04-20T03:33:15.000Z,Automaticien / Automaticienne chef de projet,"Notre client, acteur majeur dans le secteur du Nucléaire a pour vocation de porter le renouvellement du parc nucléaire français, de soutenir le développement des nouveaux projets nucléaires français à l'International et de capitaliser le retour d'expérience.

Il possède un centre d'ingénierie qui fait régulièrement appel à l'expérience d'Assystem afin de l'appuyer sur les métiers du Contrôle-Commande.

Assystem renforce ses équipes et recrute un Technicien Contrôle-Commande H/F pour renforcer son équipe Basic Design dédiée au projet HPC :

A ce titre, vos missions sont les suivantes :

- Analyse fonctionnelle,
- Analyse d'impacts,
- Programmation des automates sous l'outil TEC4,
- Vérification croisée de la programmation des automates,
- Programmation des images de conduite (IHM) et des fiches d'alarme,
- Tests et validation des programmes.

PROFIL

De formation BAC+2 à +3 en Automatisme/Informatique Industrielle, vous disposez d'une expérience significative dans ce domaine acquise idéalement dans le secteur du Nucléaire.

Vous avez de bonnes capacités rédactionnelles, un excellent relationnel et vous appréciez le travail en équipe. Lors de votre mission, vous évoluez dans une équipe composée d'Ingénieurs et de Techniciens. Selon votre expertise, vous bénéficiez d'un compagnonnage pour monter en compétences notamment sur l'outil TEC4.",CDI,"{'libelle': '92 - MONTROUGE', 'latitude': 48.815929, 'longitude': 2.316224, 'codePostal': '92120', 'commune': '92049'}","{'nom': 'ASSYSTEM ENGINEERING AND OPERATION SERVI', 'description': ""Assystem sur le Cotentin c'est 300 collaborateurs répartis sur 4 agences Cherbourg, Caen, Brest et Nantes, intervenant pour le compte d'industriels de renom, à savoir AREVA traitement des déchets, EDF projet EPR ou encore DCNS. Depuis plus de quatre ans, EDF fait confiance à Assystem pour le pilotage des contrats de l'ilot nucléaire de l'EPR Flamanville 3.\nParticipez vous aussi au programme EPR et rejoignez nos 250 collaborateurs impliqués sur la conception  et la mise en service des réacteurs"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/5S1z8ZjBSK6Xlo6z4WnHcDhJ24kwalMo.png', 'url': 'https://www.assystem.com/fr/', 'entrepriseAdaptee': False}",Technicien
117,2023-04-18T09:24:22.000Z,2023-04-20T03:33:15.000Z,Automaticien / Automaticienne d'études et conception (H/F),"Assystem-Cotentin intervient pour le compte d'industriels de renom, à savoir ORANO recyclage, EDF Flamanville ou encore Naval Group.

Dans le cadre de nos projets de modernisation des outils de conduite et des essais fonctionnels sur des installations du site de Orano La Hague, vous intégrez l'équipe projet de 10 à 15 personnes. Vous participez aux analyses organiques et fonctionnelles, au développement des programmes automates et/ou de supervision, à la mise en service et à la maintenance de ces systèmes.

Dans ce cadre et selon les projets, votre mission est de :

- Développer des programmes automates et/ou de supervision,
- Assurer la maintenance des systèmes,
- Rédiger de la documentation technique,
- Réaliser les essais en plateforme et sur site.

PROFIL

De formation BAC+2 à BAC+3 en automatisme, vous disposez d'une première expérience en automatisme en environnement industriel, idéalement nucléaire. Vous portez également un intérêt pour le fonctionnement des procédés.  

Vous possédez des compétences relatives aux technologies d'automatismes Schneider ainsi que des connaissances en SCADA (Panorama).

Votre rigueur et votre méthode sont des qualités essentielles. Esprit critique, ténacité et sens de l'initiative sont les clés de la réussite de votre mission.",CDI,"{'libelle': '50 - CHERBOURG EN COTENTIN', 'latitude': 49.635091, 'longitude': -1.633298, 'codePostal': '50100', 'commune': '50129'}","{'nom': 'ASSYSTEM ENGINEERING AND OPERATION SERVI', 'description': ""Assystem sur le Cotentin c'est 300 collaborateurs répartis sur 4 agences Cherbourg, Caen, Brest et Nantes, intervenant pour le compte d'industriels de renom, à savoir AREVA traitement des déchets, EDF projet EPR ou encore DCNS. Depuis plus de quatre ans, EDF fait confiance à Assystem pour le pilotage des contrats de l'ilot nucléaire de l'EPR Flamanville 3.\nParticipez vous aussi au programme EPR et rejoignez nos 250 collaborateurs impliqués sur la conception  et la mise en service des réacteurs"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/5S1z8ZjBSK6Xlo6z4WnHcDhJ24kwalMo.png', 'url': 'https://www.assystem.com/fr/', 'entrepriseAdaptee': False}",Technicien
118,2023-04-18T09:20:18.000Z,2023-04-20T03:33:15.000Z,Automaticien / Automaticienne d'études et conception,"Le bureau d'études Assystem Connect à Marseille est essentiellement dédié au parc nucléaire français, et axé sur les études électriques, les domaines du contrôle-commande (numérique ou câblé), des systèmes de détection (incendie, gaz, radiologique), et de l'informatique industrielle.  

Les activités d'ingénierie pratiquées englobent notamment : études techniques d'avant-projet, assistance à maitrise d'?uvre, rétro-ingénierie, contrôle technique de documents d'études, traitement d'obsolescence, qualification de matériels,    

Ce Bureau d'Etudes compte environ 35 collaborateurs, répartis dans 4 groupes métiers. 

Votre fonction consiste à prendre la responsabilité globale ou partielle de la partie métier Contrôle-Commande des projets d'études confiés. Dans le cadre de cette mission vous êtes amené(e) à travailler avec d'autres métiers et sur des projets transverses en collaboration avec d'autres BU Assystem.   

Vos activités consistent à réaliser les études de modifications du contrôle commande des réacteurs 900MW/1300MW/1450MW du parc nucléaire pour prendre en compte les exigences Post-Fukushima. A partir du besoin fonctionnel, élaborer les modifications de contrôle commande à réaliser : valorisation de l'existant et intégration des besoins nouveaux dans l'architecture.

Vos missions sont :  

- Elaborer l'avant-projet sommaire : Etude technique sommaire des différentes solutions permettant de répondre au besoin, faisabilité, avantages/inconvénients, estimations budgétaires des solutions, rédaction documentaire APS, 
- Elaborer l'avant-projet détaillé : Etude détaillée de la solution retenue en phase APS, rédaction documentaire APD, 
- Réaliser des dossiers de consultation et la sélection des entreprises, le comparatif technique des offres, 
- Réaliser le suivi de la réalisation : Suivi des fournisseurs retenus en phase études d'exécution (validation des études et de la documentation, gestion des interfaces avec les autres lots) et en phase travaux (gestion des anomalies d'études impactant les travaux). 

PROFIL 

De formation BAC+5 école d'ingénieur / Master 2  en automatisme, automatique, contrôle commande, idéalement vous avez une expérience d'un à deux ans dans le contrôle commande. 

Vous avez une forte capacité rédactionnelle, un bon relationnel et le goût du travail en équipe. L'autonomie dans le travail est un vrai atout pour le poste.  

Un jour de télétravail par semaine est possible pour ce poste.",CDI,"{'libelle': '13 - MARSEILLE 09', 'latitude': 43.249253, 'longitude': 5.423479, 'codePostal': '13009', 'commune': '13209'}","{'nom': 'ASSYSTEM ENGINEERING AND OPERATION SERVI', 'description': ""Assystem sur le Cotentin c'est 300 collaborateurs répartis sur 4 agences Cherbourg, Caen, Brest et Nantes, intervenant pour le compte d'industriels de renom, à savoir AREVA traitement des déchets, EDF projet EPR ou encore DCNS. Depuis plus de quatre ans, EDF fait confiance à Assystem pour le pilotage des contrats de l'ilot nucléaire de l'EPR Flamanville 3.\nParticipez vous aussi au programme EPR et rejoignez nos 250 collaborateurs impliqués sur la conception  et la mise en service des réacteurs"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/5S1z8ZjBSK6Xlo6z4WnHcDhJ24kwalMo.png', 'url': 'https://www.assystem.com/fr/', 'entrepriseAdaptee': False}",Cadre
119,2023-04-18T09:17:51.000Z,2023-04-18T09:49:14.000Z,Automaticien / Automaticienne d'études et conception,"Notre Agence Lyonnaise intervient entre autres sur des projets liés au parc nucléaire français, axé sur les domaines du contrôle commande (numérique ou câblé), des installations électriques générale, des systèmes de détection (incendie, gaz, radiologique, ...), de l'informatique industrielle.  

Les activités d'ingénierie pratiquées englobent notamment : études techniques d'avant-projets, assistance à maitrise d'œuvre, rétro-ingénierie, contrôle technique de documents d'études, traitement d'obsolescence, qualification de matériels et intégration.

Votre poste consiste à prendre la responsabilité globale ou partielle de la partie métier des projets d'étude confiés.

 Vos missions sont :

- Elaborer l'avant-projet sommaire : Etudes technique sommaire des différentes solutions permettant de répondre au besoin, faisabilité, avantages/inconvénients, estimations budgétaires des solutions, rédaction documentaire APS, 
- Elaborer l'avant-projet détaillé : Etudes détaillées de la solution retenue en phase APS, rédaction documentaire APD, 
- Réaliser des dossiers de consultation et la sélection des entreprises, le comparatif technique des offres, 
- Réaliser le suivi de la réalisation : Suivi des fournisseurs retenus en phase études d'exécution (validation des études et de la documentation, gestion des interfaces avec les autres lots) et en phase travaux (gestion des anomalies d'études impactant les travaux), 
- Réaliser des études techniques détaillées ou des rétro-ingénierie dans le cadre de projet de rénovation.  

PROFIL 

De formation Ingénieur dans les domaines précités, vous disposez d'une expérience significative et idéalement dans le secteur nucléaire. Vous disposez de connaissances approfondies, dans les métiers E.I.A d'installation industrielle.  

Vous avez une forte capacité rédactionnelle, un bon relationnel, une grande autonomie et maitrisez les outils et solutions :  

- Bureautique : Microsoft Office, Project, Traçabilité des Exigences.
- Solution DCS : Siemens, Schneider Rockwell, Panorama, Intouch PC vue.",CDI,"{'libelle': '69 - LYON 07', 'latitude': 45.733631, 'longitude': 4.840586, 'codePostal': '69007', 'commune': '69387'}","{'nom': 'ASSYSTEM ENGINEERING AND OPERATION SERVI', 'description': ""Assystem sur le Cotentin c'est 300 collaborateurs répartis sur 4 agences Cherbourg, Caen, Brest et Nantes, intervenant pour le compte d'industriels de renom, à savoir AREVA traitement des déchets, EDF projet EPR ou encore DCNS. Depuis plus de quatre ans, EDF fait confiance à Assystem pour le pilotage des contrats de l'ilot nucléaire de l'EPR Flamanville 3.\nParticipez vous aussi au programme EPR et rejoignez nos 250 collaborateurs impliqués sur la conception  et la mise en service des réacteurs"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/5S1z8ZjBSK6Xlo6z4WnHcDhJ24kwalMo.png', 'url': 'https://www.assystem.com/fr/', 'entrepriseAdaptee': False}",Cadre
120,2023-04-18T09:03:18.000Z,2023-05-02T18:02:35.000Z,Electro-automaticien (H/F),"Le poste :
PROMAN recherche pour un de ses clients 1 ELECTRO-AUTOMATICIEN . Notre client est N°1 sur le marché des briques de mur et de cloison. Le groupe auquel il appartient est en plein développement. Vos missions : Diagnostic des pannes et anomalies d'origine électrique/automatisme des lignes de production. Interventions de maintenance préventives et curatives sur les installations électriques et les automates. Horaire de journée : 8h30-12h/14-17h30 Poste ouvert aux astreintes Une experience est souhaitée par notre client 


Profil recherché :
Autonome Rigoureux 
Tous nos postes sont ouverts aux personnes en situation de handicap.",MIS,"{'libelle': '33 - GIRONDE SUR DROPT', 'latitude': 44.594967, 'longitude': -0.087663, 'codePostal': '33190', 'commune': '33187'}","{'nom': 'PROMAN', 'url': 'https://www.proman-emploi.fr/', 'entrepriseAdaptee': False}",Technicien
121,2023-04-17T14:54:09.000Z,2023-04-18T14:39:06.000Z,Metteur en service Automaticien (H/F),"Votre mission sera d'assurer la mise en service automatisme d'un ilot robotisé pour le secteur de l'automobile (processus d'encollage).
La mise en service sera réalisée en deux étapes :
la phase essai sera réalisée dans les atelier.
La phase de mise en service sera réalisée chez le client.
Une formation type BAC+2 en automatisme avec une expérience dans le secteur industriel.
Une bonne maîtrise de l'automatisme en machines spéciales ou de l'automatisme en manutention.
Maîtrise de Siemens TIA Portal.
La connaissance du secteur automobile est un réel avantage ainsi que de l'anglais.
Rigueur, capacité d'adaptation, esprit d'équipe sont vos maîtres-mots.
Si vous vous reconnaissez dans cette description... alors rejoignez-nous !",CDD,"{'libelle': '70 - HERICOURT', 'latitude': 47.566726, 'longitude': 6.754797, 'codePostal': '70400', 'commune': '70285'}","{'nom': 'AE2I SAS', 'description': 'AE2I, société de prestation de services et de recrutement spécialisée dans le secteur industriel, composée de 120 collaborateurs.', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/aa1d64073d3a4eba9092ecd387594d7b.png', 'url': 'http://www.ae2i-ingenierie.com/', 'entrepriseAdaptee': False}",Technicien
122,2023-04-17T13:12:50.000Z,2023-04-17T19:45:58.000Z,Automaticien / Automaticienne d'études et conception,"Nous recherchons dans le cadre du développement du BE, un/e Automaticien/ne d'études et conception.
Expérience : une première expérience SIGNIFICATIVE EXIGEE dans le 
domaine de la machine spéciale d'une durée de 4 à 5 ans minimum. 
- Capacités confirmées en étude électrique :
 Détermination de la meilleure solution technico-économique,
-Conception du schéma électrique d'industrialisation de cette 
solution,
-Conception de la nomenclature du matériel.
La connaissance du logiciel SEE-ELECTRICAL EXPERT serait un plus.
- Capacités confirmées en étude automatisme :
RECRUTEMENT D'UN TECHNICIEN EN AUTOMATISMES INDUSTRIELS
-Conception complète du projet d'automatisme,
-Rédaction de l'analyse fonctionnelle,
-Élaboration du grafcet ou de l'organigramme en programmation 
structurée,
- Constitution du dossier technique, 
- Rédaction du manuel d'utilisation,
-Formation du client.
Connaissance approfondie en programmation automate, en schéma 
contact ou grafcet.
Des connaissances sur les produits de marque Siemens et Omron 
seraient un plus.
 Des connaissances en robotique et plus particulièrement de marque 
FANUC et ABB seraient un plus.
- Capacités non demandées mais pouvant être un atout :
- Programmation sur PC en VBasic, Java, DELPHI, Visual C,
- Expérience en communication entre automate et PC et 
intégration de système automatisé dans une architecture client 
en liaison avec un SERVEUR.
- Programmation robot de marque ABB et FANUC
- Aptitudes :
- Conduite de projet en autonomie de A à Z,
- Expression claire et concise afin d'être en mesure de rendre 
compte de l'état d'avancement d'un projet et de rédiger les 
documents nécessaires,
- Esprit de synthèse, méthodique et sens pratique,
-Déplacement en France et à l'étranger à envisager,",CDI,"{'libelle': '94 - BOISSY ST LEGER', 'latitude': 48.751282, 'longitude': 2.52001, 'codePostal': '94470', 'commune': '94004'}","{'nom': 'FEET ENGINEERING', 'entrepriseAdaptee': False}",Cadre
123,2023-04-17T12:22:21.000Z,2023-04-19T00:59:00.000Z,Automaticien / Automaticienne d'études et conception (H/F),"Vous ferez partie d'une équipe à taille humaine, au sein de laquelle vous pourrez évoluer en autonomie, tout en bénéficiant d'un encadrement de proximité et d'une communication directe.
Vous interviendrez sur différentes phases (analyse, échanges et validations avec le client, mise en route de l'équipement sur site) et serez acteur du projet :
- Étude de la demande (cahier des charges, spécifications techniques du besoin)
- Définition et choix du matériel
- Développement de briques fonctionnelles pour automates et robots
- Élaboration de spécifications techniques (notices, schémas, grafcet)
- Implémentation de la partie contrôle commande

Poste en C.D.I. à pourvoir dès que possible
Salaire : de 32 à 45 K? selon expérience
Tickets restaurant
Mutuelle d'entreprise prise en charge à 60%
Intéressement sur résultats de l'entreprise

Vous êtes de profil bac+3 ou ingénieur, le monde de l'automatisme et de la robotique vous passionne ? Venez relever ce challenge.
Des connaissances en informatique industrielle seraient un plus.",CDI,"{'libelle': '31 - VILLENEUVE TOLOSANE', 'latitude': 43.526285, 'longitude': 1.347859, 'codePostal': '31270', 'commune': '31588'}","{'nom': 'DREAMTECH', 'entrepriseAdaptee': False}",Agent de maîtrise
124,2023-04-17T11:05:31.000Z,2023-04-17T11:42:02.000Z,Automaticien / Automaticienne d'études et conception (H/F),"DESCRIPTION DE POSTE :

Nous recherchons un Ingénieur H/F ou un Technicien H/F ayant plusieurs années d'expérience professionnelle dans le domaine de l'ingénierie électrique ou de l'ingénierie mécanique afin de renforcer le service technique, les processus d'optimisation de notre client.

Vos principales missions:
-	Après une formation intensive, vous réaliserez des projets d'optimisation de manière autonome et les suivrez en termes de délais et de coûts.
-	Vous réaliserez de manière autonome la programmation d'automates, de robots et de machines automatisées en vue de l'amélioration continue des processus.
-	Dans le cadre de vos projets d'optimisation, vous analyserez et évaluerez les spécifications et vous serez responsable de la mise en place de solutions d'automatisation en accord avec les spécifications.


PROFIL :

De formation Bac+2/3 à Bac+5 dans le domaine de l'automatisme et/ou de l'électricité, vous bénéficiez d'une expérience significative d'au moins 3 ans.

Vous maîtrisez des logiciels de programmation et avez des connaissances de LUA, Blockly et C++.
Une expérience en gestion de projet serait un plus.
Vous appréciez le travail d'équipe et les échanges dans un contexte international.
Vous parlez couramment allemand et avez de bonnes bases d'anglais.

Vous aimez les challenges, ce poste est fait pour vous!",CDI,"{'libelle': '57 - ST AVOLD', 'latitude': 49.124812, 'longitude': 6.708506, 'codePostal': '57500', 'commune': '57606'}","{'nom': 'AMEG INDUSTRIE 2', 'description': ""Créé en 1981, AMEG GROUP, société d'ingénierie de plus de 250 personnes réparties sur 11 agences en France, propose une offre de services de sous-traitance d'études auprès de PME, PMI, Grands Comptes des secteurs Industriels, Aéronautique, Automobile, Ferroviaire, Énergétique, Médical, Agroalimentaire....\n\nFaire partie d'AMEG, c'est participer à des projets innovants au sein de grands comptes nationaux."", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/Dl3HwMBD2nEQaMUrD9lCUsxIh5Axj8CS.png', 'url': 'https://www.ameg-group.fr/', 'entrepriseAdaptee': False}",Technicien
125,2023-04-14T12:05:01.000Z,2023-05-02T16:12:31.000Z,Automaticien / Automaticienne chef de projet,"Envie de rejoindre l'équipe d'Hervé? Nous recrutons en CDI un(e) Configurateur de systèmes connectés basé(e) à Nantes pour des interventions sur la zone Ouest de la région

Vos missions principales sont :

- configuration des automatismes / objets connectés dans l'environnement services énergétiques en conformité avec les règles et procédures définies par le Groupe.

- configuration de l'architecture des outils de télé activité en conformité avec les règles et procédures définies par le Groupe.

- accompagnement et pilotage des déploiements menés par les différents configurateurs systèmes connectés.

- proposition et chiffrage de solutions intégrées à nos offres clients.

- accompagnement de l'exploitation dans la transformation de son activité quotidiennes par l'utilisation de ces solutions connectées

Titulaire d'un Bac+ 3 en automatisme, domotique ou informatique industrielle, vous avez idéalement une première expérience dans un poste similaire et/ou dans l'exploitation d'équipements thermiques et climatiques.

Vous maîtrisez les systèmes connectés, la régulation, l'automatisme (automates, réseaux et protocoles...), le contexte réglementaire technique et QHSE. 

Vos points forts :
- Votre capacité d'analyse technique et méthodologique
- Votre aptitude au travail en équipe et en mode projet.
- Vos capacités d'adaptation, votre autonomie, votre rigueur.",CDI,"{'libelle': '44 - NANTES', 'latitude': 47.239367, 'longitude': -1.555335, 'codePostal': '44000', 'commune': '44109'}","{'nom': 'DALKIA FRANCE', 'description': ""Dalkia-groupe EDF- région Centre Ouest ( 1000 salariés/ 300 M? CA) - producteur d'économies d'énergie"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/IIZ8tkKpoC9NGawpygVjEwkBbDnSBaCb.png', 'url': 'http://www.dalkia.fr', 'entrepriseAdaptee': False}",Agent de maîtrise
126,2023-04-14T11:21:08.000Z,2023-04-17T15:08:49.000Z,Automaticien H/F (H/F),"La Fournée Dorée, 3ième marque nationale (1300 personnes ; 400 M ? CA), est une entreprise familiale à taille humaine, innovante et reconnue pour ses produits de qualité.
Présente sur le marché de la viennoiserie depuis 1997, la société ne cesse de progresser en France et à l'étranger. Ses clients sont les enseignes de la grande distribution.

Vous êtes dynamique, professionnel et un inconditionnel gourmand, alors envoyez-nous votre candidature !

Nous recrutons, en CDI, pour notre site de production de VENDEE (85150 LES ACHARDS), un: Automaticien H/F

Vos Missions :

En collaboration avec l'équipe maintenance, vous assurez l'amélioration, le développement et le dépannage des dispositifs automatisés sur I'ensemble du parc machines. Vous travaillez en étroite collaboration avec le roboticien et les différents services du site. Dans ce cadre, vous :

Mettez en service, réglez et fiabilisez les installations en automatisme ;
Réalisez des dépannages automatisme en renfort de l'équipe maintenance ;
Anticipez l'obsolescence des composants et proposez un plan de rétrofit ;
Participez au développement et à I'intégration des nouvelles installations automatisées en collaboration avec le service travaux neufs ;
Actualisez régulièrement la documentation, le matériel et les logiciels liés aux automates ;
Participez à l'amélioration continue des process ;
Formez le personnel maintenance à l'automatisme.

Votre profil :

Vous êtes titulaire d'un Bac+2 minimum dans le domaine des automatismes / de la robotique et vous justifiez d'une expérience réussie de 2 ans sur un poste similaire en environnement industriel.

Vous avez également de solides connaissances en électricité. Vous connaissez les normes de sécurité.

Réactif et rigoureux, vous saurez tenir votre poste en autonomie. Vous êtes reconnu pour votre sens de la pédagogie.

Ce poste est accessible aux travailleurs handicapés.

 

Conditions proposées :

Horaires réguliers de journée du lundi au vendredi.

Eléments de salaire : mutuelle, épargne salariale (participation/intéressement), prime d'ancienneté et 13e mois selon ancienneté.

Prise de poste dès que possible.",CDI,"{'libelle': '85 - LES ACHARDS', 'latitude': 46.595367, 'longitude': -1.664149, 'codePostal': '85150', 'commune': '85152'}","{'nom': 'LA FOURNEE DOREE ATLANTIQUE', 'entrepriseAdaptee': False}",Ouvrier spécialisé
127,2023-04-14T09:27:17.000Z,2023-04-25T11:39:01.000Z,Automaticien / Automaticienne d'études et conception,"Les missions :

- Création et modifications de programmes d'automatisation de machines/process industriels
- Assurer les tests et essais avant la mise en service des machines
- Réalisation et maintenance d'installations électriques
- Conception et réalisation de machines industrielles
- Étude des dossiers entrants, réalisation de chiffrage et devis
- Déplacements ponctuels France et Europe

Compétences :

Issu d'une formation technique (DUT GEii, BTS Électrotechnique, etc ) vous disposez de solides
compétences en automatisme (matériel SIEMENS, SCHNEIDER, PROFACE, etc ) et électrotechnique
industrielle (câblage, maintenance, lecture de schéma électrique, etc )

- La  Maîtrise de l'anglais écrit et oral serait un plus",CDI,"{'libelle': '28 - HOUVILLE LA BRANCHE', 'latitude': 48.440874, 'longitude': 1.643446, 'codePostal': '28700', 'commune': '28194'}","{'nom': 'SERMO GESTION', 'entrepriseAdaptee': False}",Technicien
128,2023-04-13T15:25:33.000Z,2023-04-24T07:39:54.000Z,Automaticien Supervision (H/F),"NEXiiUM Talent est une entreprise lyonnaise à taille humaine et aux valeurs fortes. Nous recrutons exclusivement dans les métiers de l'automatisme, de l'électrotechnique, de l'informatique et du CVC. Nos experts sont à vos côtés pour permettre aux entreprises variées avec lesquelles nous travaillons de recruter sa prochaine pépite, et au Talent de trouver l'entreprise de ses rêves ! Tout ceci, à travers un suivi personnalisé et de qualité.

Nous recherchons pour notre client, PME appartenant à un grand groupe, spécialisée dans le développement de solutions innovantes pour l'environnement, le bâtiment connecté, le facility management, basée à Rungis : un(e) Automaticien(-ne) Supervision (F/H) en CDI.

Missions : 

-	Réalisation des études et des spécifications en supervision et en automatisme : Analyses fonctionnelles, cahier de test et spécifications techniques
-	Développement d'automates programmables Schneider, Siemens et Rockwell
-	Développement Logiciels de supervision (Panorama, Topkapi, PCVue, Intouch)

Profil Recherché : 

De formation BTS ou DUT en automatisme / informatique industrielle, vous avez acquis 3 ans d'expérience.
Votre rigueur, votre adaptabilité et sens de l'équipe sont des atouts indéniables pour mener à bien vos missions.",CDI,"{'libelle': '94 - RUNGIS', 'latitude': 48.750107, 'longitude': 2.354514, 'codePostal': '94150', 'commune': '94065'}","{'nom': 'NEXIIUM TALENT', 'description': ""NEXiiUM Talent est une entreprise lyonnaise à taille humaine et aux valeurs fortes.\nNous recrutons exclusivement dans les métiers de l'automatisme, de l'électrotechnique, de l'informatique et du CVC.\nNos experts sont à vos côtés pour permettre aux entreprises variées avec lesquelles nous travaillons de recruter sa prochaine pépite, et au Talent de trouver l'entreprise de ses rêves ! Tout ceci, à travers un suivi personnalisé et de qualité."", 'entrepriseAdaptee': False}",Technicien
129,2023-04-13T14:55:41.000Z,2023-04-26T16:22:30.000Z,Automaticien  F/H (H/F),"L'équipe Synergie Montélimar vous accompagne avec le sourire et la bienveillance que vous méritez. Toujours à votre écoute afin de répondre au mieux à vos besoins. 

Synergie recherche pour un de ses clients  d'un automaticien. Sous l'autorité du Responsable, vos principales missions sont les suivantes : 

- Définit et recueille les besoins

- Crée et applique les modifications souhaitées par les fabricants,

- Interface les applications d'informatique industrielle.
- Analyser et gérer les incidents

- Dépanne et assiste les utilisateurs

- Maintien et mise à jour des systèmes

- Assurer la gestion des informations des applications industrielles  Elaborer des préconisations - Participer à l'élaboration d'un cahier des charges - Assister, participer à la remise en route d'un système - Installer, régler, entretenir et améliorer les équipements automatisés - Analyser les caractéristiques fonctionnelles, environnementales et techniques relatives au type d'ouvrage ou produits à réaliser - Fournir un support technique aux utilisateurs - Concevoir des procédures de maintenance - Contrôler le programme d'automatisation - Rédiger la documentation technique - Réaliser une veille technologique sur son domaine d'activité  - Architecture réseau - Automatisme - Electricité - Electrotechnique - Langages de programmation informatique - Matériel d'automatisation - Mécanique - Régulation et instrumentation - Robotique - Utilisation d'Automate Programmable Industriel (API)

Vos avantages Synergie:
+10% IFM + 10% CP,
CSE Synergie,
Prime Participation + CET à 6%,
Aides et Services (Mutuelle - Logement - Garde d'enfants...)",MIS,"{'libelle': '07 - LE TEIL', 'latitude': 44.545776, 'longitude': 4.668061, 'codePostal': '07400', 'commune': '07319'}","{'nom': 'SYNERGIE', 'entrepriseAdaptee': False}",Employé qualifié
130,2023-04-13T14:38:50.000Z,2023-04-28T09:54:10.000Z,Automaticien / Automaticienne d'études et conception (H/F),"Dans le cadre du développement de nos activités, nous recrutons plusieurs Automaticiens (h/f) afin d'intégrer des projets dans l'industrie pharmaceutique.
Vous serez amené à effectuer soit des projets complets de l'analyse fonctionnel jusqu'à la mise en service soit des parties de projets, par exemple analyse fonctionnelle ; programmation ; mise en service.
Ces taches seront adaptées selon vos expériences, vos compétences et vos souhaits.
Selon les besoins nous serons à même de vous soutenir et de vous proposer des formations internes/externes. 
Nous souhaitons un partenariat gagnant et ne pas « vous envoyer au casse-pipe « ou vous proposer des taches inintéressantes.
Un projet complet comportera, par exemple, les phases suivantes :
Rattaché(e) au responsable du Service, et au sein de l'équipe de notre client, vous :
Réalisez l'analyse fonctionnelle et l'analyse organique.
Programmez l'automate, l'afficheur, la supervision.
Écrivez les cahiers de test.
Vérifiez le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",CDI,"{'libelle': '69 - LYON 06', 'latitude': 45.772489, 'longitude': 4.855804, 'codePostal': '69006', 'commune': '69386'}","{'nom': 'HQS EXPERT', 'entrepriseAdaptee': False}",Cadre
